level_0,index,# TXs,Agg. # TXs,Unique Senders,Unique Receivers,Unique Users,Vol (Native),Agg. Vol (Native),Mints (Native),Burns (Native),Supply (Native),token,date,chain,supply_ntv
11165,7035,19537.0,5346791.0,4522.0,4790.0,5978.0,867029549.2,231529000000.0,47640393.11,-38307888.0,1297561871.0,USDC.e,2022-04-11,avalanche,1297561871.0
11186,7034,17874.0,5364665.0,4376.0,4638.0,5792.0,499249096.2,232029000000.0,17380915.52,-26419983.59,1288522803.0,USDC.e,2022-04-12,avalanche,1288522803.0
11212,7033,15249.0,5379914.0,3724.0,3948.0,4966.0,574332982.8,232603000000.0,72404538.55,-29821587.57,1331105754.0,USDC.e,2022-04-13,avalanche,1331105754.0
11232,7032,15027.0,5394941.0,3609.0,4032.0,4901.0,620486319.4,233223000000.0,13817092.72,-36390819.23,1308532028.0,USDC.e,2022-04-14,avalanche,1308532028.0
11278,7031,14514.0,5409455.0,3957.0,4327.0,5218.0,427547130.8,233651000000.0,19988428.78,-39683082.23,1288837374.0,USDC.e,2022-04-15,avalanche,1288837374.0
11284,7030,15019.0,5424474.0,4095.0,4331.0,5296.0,602896849.5,234254000000.0,35691850.62,-40545904.23,1283983321.0,USDC.e,2022-04-16,avalanche,1283983321.0
11319,7029,13388.0,5437862.0,3761.0,4006.0,5005.0,572449320.7,234826000000.0,12649626.73,-30744202.62,1265888745.0,USDC.e,2022-04-17,avalanche,1265888745.0
11336,7028,14962.0,5452824.0,3703.0,3938.0,4917.0,309302444.3,235136000000.0,18198664.04,-22273518.76,1261813890.0,USDC.e,2022-04-18,avalanche,1261813890.0
11352,7027,14062.0,5466886.0,3863.0,4153.0,5072.0,459271164.7,235595000000.0,26818552.64,-15696976.11,1272935467.0,USDC.e,2022-04-19,avalanche,1272935467.0
11390,7026,16486.0,5483372.0,3950.0,4345.0,5183.0,2161344042.0,237756000000.0,51320589.72,-132460600.2,1191795456.0,USDC.e,2022-04-20,avalanche,1191795456.0
11418,7025,15396.0,5498768.0,3783.0,4174.0,5070.0,619918224.1,238376000000.0,45946433.43,-87680051.5,1150061838.0,USDC.e,2022-04-21,avalanche,1150061838.0
11439,7024,14020.0,5512788.0,3627.0,4012.0,4909.0,431101374.1,238807000000.0,6848639.639,-33143725.99,1123766752.0,USDC.e,2022-04-22,avalanche,1123766752.0
11465,7023,17077.0,5529865.0,4330.0,4965.0,5789.0,409819010.5,239217000000.0,2598927.87,-44170491.94,1082195188.0,USDC.e,2022-04-23,avalanche,1082195188.0
11476,7022,11303.0,5541168.0,3262.0,3476.0,4478.0,397647920.3,239615000000.0,6639691.116,-25902162.34,1062932716.0,USDC.e,2022-04-24,avalanche,1062932716.0
11507,7021,16062.0,5557230.0,3920.0,4648.0,5658.0,388884339.0,240004000000.0,21666501.6,-58762962.43,1025836255.0,USDC.e,2022-04-25,avalanche,1025836255.0
11533,7020,13984.0,5571214.0,3558.0,3963.0,4987.0,268911964.7,240273000000.0,15063597.03,-25266131.43,1015633721.0,USDC.e,2022-04-26,avalanche,1015633721.0
11551,7019,13576.0,5584790.0,3526.0,4000.0,4959.0,327026123.2,240600000000.0,14865937.74,-52333648.4,978166010.4,USDC.e,2022-04-27,avalanche,978166010.4
11576,7018,13729.0,5598519.0,3334.0,3701.0,4585.0,205962929.5,240806000000.0,4894541.43,-8872802.216,974187749.6,USDC.e,2022-04-28,avalanche,974187749.6
11612,7017,15139.0,5613658.0,3884.0,4037.0,5201.0,233074872.0,241039000000.0,9488058.265,-8422619.284,975253188.6,USDC.e,2022-04-29,avalanche,975253188.6
11630,7016,16023.0,5629681.0,3719.0,4221.0,5101.0,260002330.8,241299000000.0,7375235.609,-10064927.66,972563496.6,USDC.e,2022-04-30,avalanche,972563496.6
11654,7015,17089.0,5646770.0,3702.0,4012.0,5011.0,236226908.3,241535000000.0,5733964.17,-9783455.627,968514005.1,USDC.e,2022-05-01,avalanche,968514005.1
11682,7014,15841.0,5662611.0,3498.0,3793.0,4761.0,218749850.4,241754000000.0,9596387.255,-25386042.31,952724350.0,USDC.e,2022-05-02,avalanche,952724350.0
11708,7013,13623.0,5676234.0,3459.0,3736.0,4681.0,223299508.6,241977000000.0,4022357.307,-60299913.29,896446794.1,USDC.e,2022-05-03,avalanche,896446794.1
11726,7012,14695.0,5690929.0,3510.0,3698.0,4655.0,179210820.9,242156000000.0,8781803.855,-11674324.0,893554273.9,USDC.e,2022-05-04,avalanche,893554273.9
11751,7011,15777.0,5706706.0,3367.0,3707.0,4593.0,214234253.0,242370000000.0,4680167.689,-24159302.58,874075139.0,USDC.e,2022-05-05,avalanche,874075139.0
11780,7010,15004.0,5721710.0,3180.0,3519.0,4314.0,211792914.4,242582000000.0,11842280.13,-9979450.407,875937968.7,USDC.e,2022-05-06,avalanche,875937968.7
11784,7009,13867.0,5735577.0,4714.0,3372.0,5850.0,240253329.3,242822000000.0,13742039.16,-7048556.632,882631451.3,USDC.e,2022-05-07,avalanche,882631451.3
11826,7008,15070.0,5750647.0,3299.0,3788.0,4577.0,210354488.4,243033000000.0,12920066.86,-16161279.02,879390239.1,USDC.e,2022-05-08,avalanche,879390239.1
11839,7007,29740.0,5780387.0,4598.0,4791.0,5902.0,493096777.2,243526000000.0,25091077.61,-26534385.68,877946931.0,USDC.e,2022-05-09,avalanche,877946931.0
11878,7006,32746.0,5813133.0,4257.0,4227.0,5348.0,660908429.3,244187000000.0,69680272.1,-75550266.83,872076936.3,USDC.e,2022-05-10,avalanche,872076936.3
11890,7005,51711.0,5864844.0,5703.0,5847.0,7177.0,1278609026.0,245465000000.0,36194464.21,-156991187.5,751280213.1,USDC.e,2022-05-11,avalanche,751280213.1
11910,7004,53085.0,5917929.0,5860.0,6023.0,7449.0,1497560932.0,246963000000.0,121924660.0,-153515312.7,719689560.3,USDC.e,2022-05-12,avalanche,719689560.3
11930,7003,31714.0,5949643.0,4171.0,4246.0,5383.0,386165339.0,247349000000.0,38807391.41,-16894301.87,741602649.9,USDC.e,2022-05-13,avalanche,741602649.9
11955,7002,24635.0,5974278.0,3347.0,3541.0,4455.0,190699667.5,247540000000.0,7462471.229,-31705617.0,717359504.1,USDC.e,2022-05-14,avalanche,717359504.1
11987,7001,22518.0,5996796.0,2901.0,3403.0,4115.0,116710014.7,247656000000.0,4289266.625,-8713026.91,712935743.8,USDC.e,2022-05-15,avalanche,712935743.8
12017,7000,22674.0,6019470.0,3035.0,3213.0,4055.0,184962390.2,247841000000.0,6136605.427,-16298110.39,702774238.8,USDC.e,2022-05-16,avalanche,702774238.8
12030,6999,17183.0,6036653.0,2769.0,2998.0,3723.0,138449122.1,247980000000.0,6531165.308,-13187992.98,696117411.2,USDC.e,2022-05-17,avalanche,696117411.2
12068,6998,17771.0,6054424.0,2787.0,3051.0,3778.0,145136987.1,248125000000.0,7743473.465,-12847360.36,691013524.3,USDC.e,2022-05-18,avalanche,691013524.3
12094,6997,19527.0,6073951.0,2745.0,2871.0,3598.0,245419703.5,248370000000.0,11983502.6,-10669480.86,692327546.0,USDC.e,2022-05-19,avalanche,692327546.0
12096,6996,17184.0,6091135.0,2687.0,2943.0,3633.0,213661416.0,248584000000.0,10303915.25,-22407126.07,680224335.2,USDC.e,2022-05-20,avalanche,680224335.2
12137,6995,12353.0,6103488.0,2206.0,2537.0,3056.0,73074680.51,248657000000.0,2582444.796,-12168347.5,670638432.5,USDC.e,2022-05-21,avalanche,670638432.5
12154,6994,12561.0,6116049.0,2291.0,2828.0,3373.0,73877349.54,248731000000.0,4067937.336,-3264830.149,671441539.7,USDC.e,2022-05-22,avalanche,671441539.7
12187,6993,15651.0,6131700.0,2692.0,2938.0,3645.0,267281727.8,248998000000.0,12345202.32,-51839842.36,631946899.6,USDC.e,2022-05-23,avalanche,631946899.6
12209,6992,13979.0,6145679.0,2473.0,2586.0,3237.0,164941861.6,249163000000.0,33597918.82,-17274148.93,648270669.5,USDC.e,2022-05-24,avalanche,648270669.5
12226,6991,13085.0,6158764.0,2221.0,2492.0,3064.0,249842487.2,249413000000.0,15043747.54,-34249973.66,629064443.4,USDC.e,2022-05-25,avalanche,629064443.4
12263,6990,19839.0,6178603.0,2702.0,2877.0,3571.0,131114815.0,249544000000.0,9739626.105,-7207014.176,631597055.3,USDC.e,2022-05-26,avalanche,631597055.3
12268,6989,22410.0,6201013.0,2705.0,2912.0,3583.0,196596816.9,249741000000.0,4940207.199,-9905632.989,626631629.5,USDC.e,2022-05-27,avalanche,626631629.5
12291,6988,13824.0,6214837.0,2021.0,2256.0,2777.0,55617505.39,249796000000.0,3485310.178,-1988136.991,628128802.7,USDC.e,2022-05-28,avalanche,628128802.7
12329,6987,13076.0,6227913.0,2143.0,2865.0,3422.0,65441095.72,249862000000.0,11613570.39,-3667622.276,636074750.8,USDC.e,2022-05-29,avalanche,636074750.8
12336,6986,16032.0,6243945.0,2463.0,2703.0,3318.0,216248026.7,250078000000.0,13220894.17,-47970978.74,601324666.3,USDC.e,2022-05-30,avalanche,601324666.3
12367,6985,15429.0,6259374.0,2646.0,2818.0,3499.0,173648774.3,250252000000.0,13603576.06,-20433279.59,594494962.7,USDC.e,2022-05-31,avalanche,594494962.7
12391,6984,15944.0,6275318.0,2679.0,2826.0,3517.0,201962843.3,250454000000.0,7265894.992,-42643556.49,559117301.2,USDC.e,2022-06-01,avalanche,559117301.2
12418,6983,13548.0,6288866.0,2369.0,2578.0,3227.0,129132006.8,250583000000.0,12267986.31,-16052267.24,555333020.3,USDC.e,2022-06-02,avalanche,555333020.3
12451,6982,11904.0,6300770.0,2260.0,2411.0,2986.0,111974801.8,250695000000.0,2268949.448,-14290239.32,543311730.4,USDC.e,2022-06-03,avalanche,543311730.4
12459,6981,9648.0,6310418.0,1973.0,2046.0,2579.0,131151386.5,250826000000.0,3855703.733,-4664475.524,542502958.7,USDC.e,2022-06-04,avalanche,542502958.7
12481,6980,10193.0,6320611.0,2005.0,2499.0,2947.0,81227671.03,250907000000.0,8216717.821,-6690409.521,544029267.0,USDC.e,2022-06-05,avalanche,544029267.0
12510,6979,14943.0,6335554.0,2430.0,2685.0,3284.0,121419599.3,251029000000.0,3283103.082,-42638083.23,504674286.8,USDC.e,2022-06-06,avalanche,504674286.8
12543,6978,15862.0,6351416.0,2420.0,2568.0,3180.0,108608746.1,251137000000.0,5956428.641,-8186482.732,502444232.7,USDC.e,2022-06-07,avalanche,502444232.7
12560,6977,12910.0,6364326.0,2217.0,2412.0,2970.0,140100551.7,251277000000.0,15554356.18,-3883713.094,514114875.8,USDC.e,2022-06-08,avalanche,514114875.8
12599,6976,10448.0,6374774.0,2131.0,2271.0,2784.0,87474321.0,251365000000.0,1385946.884,-8045342.336,507455480.3,USDC.e,2022-06-09,avalanche,507455480.3
12615,6975,12354.0,6387128.0,2370.0,2581.0,3121.0,79319085.08,251444000000.0,3613009.075,-7255700.852,503812788.6,USDC.e,2022-06-10,avalanche,503812788.6
12627,6974,15079.0,6402207.0,2777.0,2791.0,3491.0,103407425.6,251548000000.0,12978495.97,-7838993.659,508952290.9,USDC.e,2022-06-11,avalanche,508952290.9
12671,6973,19758.0,6421965.0,2865.0,2879.0,3614.0,183203706.1,251731000000.0,5845510.758,-22074926.66,492722875.0,USDC.e,2022-06-12,avalanche,492722875.0
12678,6972,39792.0,6461757.0,4071.0,4008.0,5024.0,322101450.2,252053000000.0,14737414.4,-22167541.7,485292747.7,USDC.e,2022-06-13,avalanche,485292747.7
12717,6971,26475.0,6488232.0,3072.0,3053.0,3832.0,197558258.5,252250000000.0,15173951.77,-21032790.08,479433909.4,USDC.e,2022-06-14,avalanche,479433909.4
12738,6970,29916.0,6518148.0,3046.0,3167.0,3891.0,292519390.1,252543000000.0,7739887.234,-36768568.81,450405227.8,USDC.e,2022-06-15,avalanche,450405227.8
12745,6969,20564.0,6538712.0,2680.0,2861.0,3458.0,129324987.3,252672000000.0,5614827.981,-9242979.381,446777076.4,USDC.e,2022-06-16,avalanche,446777076.4
12790,6968,15653.0,6554365.0,2261.0,2411.0,2945.0,62322886.82,252735000000.0,3352640.503,-4183791.828,445945925.1,USDC.e,2022-06-17,avalanche,445945925.1
12806,6967,26956.0,6581321.0,2997.0,3300.0,3954.0,167984433.6,252903000000.0,8896140.023,-7158620.91,447683444.2,USDC.e,2022-06-18,avalanche,447683444.2
12823,6966,19561.0,6600882.0,2508.0,2703.0,3298.0,106020235.7,253009000000.0,4866007.272,-6438993.017,446110458.4,USDC.e,2022-06-19,avalanche,446110458.4
12857,6965,19268.0,6620150.0,2527.0,2744.0,3367.0,84934912.01,253094000000.0,2084223.368,-10635469.82,437559212.0,USDC.e,2022-06-20,avalanche,437559212.0
12867,6964,16913.0,6637063.0,2442.0,3132.0,3833.0,53881854.98,253147000000.0,2731845.708,-2954849.515,437336208.2,USDC.e,2022-06-21,avalanche,437336208.2
12896,6963,17288.0,6654351.0,2406.0,2657.0,3267.0,67890586.45,253215000000.0,1257530.269,-9735855.097,428857883.4,USDC.e,2022-06-22,avalanche,428857883.4
12928,6962,21611.0,6675962.0,4187.0,4453.0,5113.0,73226433.1,253289000000.0,7265961.209,-8133133.409,427990711.2,USDC.e,2022-06-23,avalanche,427990711.2
12950,6961,23772.0,6699734.0,4132.0,4434.0,5168.0,86699337.4,253375000000.0,4035088.37,-5585344.41,426440455.1,USDC.e,2022-06-24,avalanche,426440455.1
12969,6960,14607.0,6714341.0,2862.0,3271.0,4168.0,51854871.96,253427000000.0,414125.5612,-1823866.056,425030714.6,USDC.e,2022-06-25,avalanche,425030714.6
13005,6959,12419.0,6726760.0,2459.0,2639.0,3357.0,50873171.04,253478000000.0,2983350.947,-5538922.789,422475142.8,USDC.e,2022-06-26,avalanche,422475142.8
13026,6958,12222.0,6738982.0,2306.0,2504.0,3112.0,63001663.67,253541000000.0,4195815.614,-2723131.465,423947826.9,USDC.e,2022-06-27,avalanche,423947826.9
13038,6957,13031.0,6752013.0,2132.0,2630.0,3178.0,107433735.7,253648000000.0,2836503.856,-13725271.43,413059059.4,USDC.e,2022-06-28,avalanche,413059059.4
13058,6956,14666.0,6766679.0,2312.0,2499.0,3105.0,63024735.65,253711000000.0,3078469.618,-4756913.31,411380615.7,USDC.e,2022-06-29,avalanche,411380615.7
13096,6955,16844.0,6783523.0,2647.0,2674.0,3413.0,93968644.5,253805000000.0,7399083.98,-4765005.796,414014693.8,USDC.e,2022-06-30,avalanche,414014693.8
13107,6954,15624.0,6799147.0,2502.0,2742.0,3385.0,75665048.99,253881000000.0,5615758.683,-10804286.46,408826166.1,USDC.e,2022-07-01,avalanche,408826166.1
13145,6953,13866.0,6813013.0,3169.0,2816.0,3864.0,51412646.64,253932000000.0,5033063.412,-6305971.172,407553258.3,USDC.e,2022-07-02,avalanche,407553258.3
13173,6952,14977.0,6827990.0,3152.0,3191.0,3937.0,68424132.05,254001000000.0,2496637.239,-4842833.83,405207061.7,USDC.e,2022-07-03,avalanche,405207061.7
13186,6951,11504.0,6839494.0,2276.0,2403.0,3055.0,30284043.47,254031000000.0,185505.2088,-1521726.248,403870840.7,USDC.e,2022-07-04,avalanche,403870840.7
13211,6950,12454.0,6851948.0,2166.0,10172.0,10747.0,92430732.1,254124000000.0,20093960.14,-2598541.859,421366259.0,USDC.e,2022-07-05,avalanche,421366259.0
13246,6949,14273.0,6866221.0,2419.0,2485.0,3266.0,89873267.93,254214000000.0,3011462.339,-8038745.644,416338975.7,USDC.e,2022-07-06,avalanche,416338975.7
13250,6948,14157.0,6880378.0,3605.0,2911.0,4515.0,50242855.53,254264000000.0,2318477.146,-3877650.279,414779802.5,USDC.e,2022-07-07,avalanche,414779802.5
13288,6947,13288.0,6893666.0,2404.0,2504.0,3143.0,98480150.36,254362000000.0,5443655.906,-6280486.511,413942971.9,USDC.e,2022-07-08,avalanche,413942971.9
13300,6946,8107.0,6901773.0,1862.0,1897.0,2493.0,30978467.67,254393000000.0,4117569.922,-2758095.231,415302446.6,USDC.e,2022-07-09,avalanche,415302446.6
13341,6945,9059.0,6910832.0,2094.0,2209.0,2814.0,23326923.77,254417000000.0,251304.2165,-678872.6403,414874878.2,USDC.e,2022-07-10,avalanche,414874878.2
13361,6944,10627.0,6921459.0,2155.0,2248.0,2985.0,35535095.31,254452000000.0,2428727.616,-1118336.302,416185269.5,USDC.e,2022-07-11,avalanche,416185269.5
13378,6943,11095.0,6932554.0,2105.0,2228.0,2892.0,44702684.87,254497000000.0,640240.6473,-1482383.457,415343126.7,USDC.e,2022-07-12,avalanche,415343126.7
13401,6942,14126.0,6946680.0,2096.0,2218.0,2817.0,42878164.9,254540000000.0,1312509.034,-2374692.025,414280943.7,USDC.e,2022-07-13,avalanche,414280943.7
13439,6941,12696.0,6959376.0,1962.0,2307.0,2813.0,44384426.7,254584000000.0,992513.5335,-4154982.354,411118474.9,USDC.e,2022-07-14,avalanche,411118474.9
13441,6940,12472.0,6971848.0,2023.0,2212.0,2737.0,42756049.88,254627000000.0,807850.3113,-1667785.432,410258539.8,USDC.e,2022-07-15,avalanche,410258539.8
13469,6939,10953.0,6982801.0,1928.0,2164.0,2657.0,49601778.53,254676000000.0,1432917.251,-2149164.628,409542292.4,USDC.e,2022-07-16,avalanche,409542292.4
13499,6938,10953.0,6993754.0,1901.0,2325.0,2864.0,29965261.43,254706000000.0,1432963.03,-1081733.746,409893521.7,USDC.e,2022-07-17,avalanche,409893521.7
13529,6937,16711.0,7010465.0,2439.0,2730.0,3369.0,53764978.69,254760000000.0,3303007.133,-2414534.395,410781994.4,USDC.e,2022-07-18,avalanche,410781994.4
13551,6936,18381.0,7028846.0,2291.0,2474.0,3080.0,78920365.09,254839000000.0,4076567.695,-4030855.705,410827706.4,USDC.e,2022-07-19,avalanche,410827706.4
13569,6935,19486.0,7048332.0,2640.0,2650.0,3439.0,76286014.97,254915000000.0,1805706.089,-2384465.934,410248946.6,USDC.e,2022-07-20,avalanche,410248946.6
13586,6934,14741.0,7063073.0,2326.0,2517.0,3194.0,75323845.69,254991000000.0,2119332.981,-3294766.002,409073513.5,USDC.e,2022-07-21,avalanche,409073513.5
13617,6933,12532.0,7075605.0,2317.0,2461.0,3082.0,48605649.3,255039000000.0,2237310.427,-2498530.911,408812293.1,USDC.e,2022-07-22,avalanche,408812293.1
13635,6932,10649.0,7086254.0,2056.0,2154.0,2716.0,25199767.49,255064000000.0,3176593.585,-661207.2313,411327679.4,USDC.e,2022-07-23,avalanche,411327679.4
13671,6931,13635.0,7099889.0,2440.0,2581.0,3135.0,43328605.12,255108000000.0,4378609.642,-1819649.895,413886639.2,USDC.e,2022-07-24,avalanche,413886639.2
13694,6930,13942.0,7113831.0,2606.0,2720.0,3341.0,38923097.74,255147000000.0,972870.978,-1498223.116,413361287.0,USDC.e,2022-07-25,avalanche,413361287.0
13718,6929,13392.0,7127223.0,2522.0,2471.0,3209.0,51589112.36,255198000000.0,492038.5916,-2331798.543,411521527.1,USDC.e,2022-07-26,avalanche,411521527.1
13751,6928,13855.0,7141078.0,2372.0,2658.0,3263.0,49590026.03,255248000000.0,3096856.635,-2633583.008,411984800.7,USDC.e,2022-07-27,avalanche,411984800.7
13770,6927,15251.0,7156329.0,2364.0,2601.0,3174.0,45989694.76,255294000000.0,1003089.853,-4060700.251,408927190.3,USDC.e,2022-07-28,avalanche,408927190.3
13799,6926,15333.0,7171662.0,2267.0,2676.0,3175.0,53343515.24,255347000000.0,3273645.309,-2512859.124,409687976.5,USDC.e,2022-07-29,avalanche,409687976.5
13820,6925,12711.0,7184373.0,2204.0,2395.0,2947.0,42254441.7,255389000000.0,5114102.072,-3065903.11,411736175.4,USDC.e,2022-07-30,avalanche,411736175.4
13847,6924,12609.0,25320.0,2166.0,2287.0,2878.0,27190995.92,69445437.63,489336.6009,-2020116.941,517418.6219,USDC.e,2022-07-31,avalanche,517418.6219
